employee_ssn,employee_role,employee_birth_date,employee_hire_date,employee_termination_date,employee_gross_compensation,employee_plan_year_compensation,employee_capped_compensation,employee_deferral_rate,employee_contribution,employer_core_contribution,employer_match_contribution,eligibility_entry_date,is_eligible,is_participating
DUMMY_EX_253868_002961,Staff,1985-01-17,2016-10-02,,48446.36,48446.36,48446.36,6,24000.0,0.0,1453.3908,2016-10-02,True,True
DUMMY_EX_562939_002962,Staff,1978-08-20,2018-04-20,,48549.01,48549.01,48549.01,10,24000.0,0.0,1456.4703,2018-04-20,True,True
DUMMY_EX_559197_002963,Staff,1973-05-07,2011-10-14,,58632.97,58632.97,58632.97,3,24000.0,0.0,1758.9891,2011-10-14,True,True
DUMMY_EX_491039_002964,Staff,1985-07-09,2020-12-08,,68304.63,68304.63,68304.63,3,24000.0,0.0,2049.1389,2020-12-08,True,True
DUMMY_EX_648364_002965,Staff,1990-10-05,2022-11-08,,48120.75,48120.75,48120.75,3,24000.0,0.0,1443.6225,2022-11-08,True,True
DUMMY_EX_910088_002966,Manager,1994-03-26,2024-02-24,,92837.53,92837.53,92837.53,2,24000.0,0.0,2785.1259,2024-02-24,True,True
DUMMY_EX_548048_002967,Staff,1983-03-19,2005-11-29,,49587.04,49587.04,49587.04,0,0.0,0.0,0.0,2005-11-29,True,False
DUMMY_EX_299143_002968,Staff,1980-06-22,2024-01-05,,36492.96,36492.96,36492.96,6,24000.0,0.0,1094.7888,2024-01-05,True,True
DUMMY_EX_797470_002969,Staff,1972-07-21,2011-08-22,,65113.06,65113.06,65113.06,6,24000.0,0.0,1953.3917999999999,2011-08-22,True,True
DUMMY_EX_287602_002970,Manager,1977-12-16,2020-06-01,,113017.24,113017.24,113017.24,1,24000.0,0.0,3390.5172000000002,2020-06-01,True,True
DUMMY_EX_305952_002971,Staff,1981-06-13,2010-10-24,,88454.72,88454.72,88454.72,3,24000.0,0.0,2653.6416,2010-10-24,True,True
DUMMY_EX_467896_002972,Staff,2000-05-01,2022-09-27,,49845.58,49845.58,49845.58,3,24000.0,0.0,1495.3674,2022-09-27,True,True
DUMMY_EX_607201_002973,Manager,1987-03-10,2012-02-24,,119115.55,119115.55,119115.55,3,24000.0,0.0,3573.4665,2012-02-24,True,True
DUMMY_EX_126564_002974,Staff,1993-09-18,2019-07-24,,41319.02,41319.02,41319.02,3,24000.0,0.0,1239.5705999999998,2019-07-24,True,True
DUMMY_EX_434111_002975,Staff,1997-12-01,2023-06-19,,51689.28,51689.28,51689.28,10,24000.0,0.0,1550.6784,2023-06-19,True,True
DUMMY_EX_310479_002976,Staff,1974-06-17,2017-07-28,,45160.02,45160.02,45160.02,10,24000.0,0.0,1354.8005999999998,2017-07-28,True,True
DUMMY_EX_158861_002977,Staff,1975-02-23,2021-06-15,,53286.96,53286.96,53286.96,1,24000.0,0.0,1598.6088,2021-06-15,True,True
DUMMY_EX_325718_002978,Staff,1968-06-25,2014-10-25,,49884.25,49884.25,49884.25,2,24000.0,0.0,1496.5275,2014-10-25,True,True
DUMMY_EX_438303_002979,Staff,1991-02-24,2018-04-18,,60814.34,60814.34,60814.34,5,24000.0,0.0,1824.4301999999998,2018-04-18,True,True
DUMMY_EX_654787_002980,Staff,1978-04-27,2009-05-12,,58203.05,58203.05,58203.05,3,24000.0,0.0,1746.0915,2009-05-12,True,True
DUMMY_EX_415614_002981,Staff,1995-07-07,2019-09-06,,30000.0,30000.0,30000.0,6,24000.0,0.0,900.0,2019-09-06,True,True
DUMMY_EX_275418_002982,Staff,1979-01-06,2005-07-10,,73434.17,73434.17,73434.17,0,0.0,0.0,0.0,2005-07-10,True,False
DUMMY_EX_772070_002983,Staff,1997-08-07,2019-10-13,,57684.71,57684.71,57684.71,4,24000.0,0.0,1730.5412999999999,2019-10-13,True,True
DUMMY_EX_147195_002984,Executive,1990-04-27,2015-10-06,,320529.95,320529.95,320529.95,3,24000.0,0.0,9615.8985,2015-10-06,True,True
DUMMY_EX_668957_002985,Staff,1979-12-05,2023-09-28,,50007.92,50007.92,50007.92,3,24000.0,0.0,1500.2376,2023-09-28,True,True
DUMMY_EX_831554_002986,Staff,2000-05-08,2023-04-27,2024-05-08,61904.71,61904.71,61904.71,5,24000.0,0.0,0.0,2023-04-27,False,True
DUMMY_EX_861812_002987,Staff,1984-02-16,2021-05-22,,49188.91,49188.91,49188.91,5,24000.0,0.0,1475.6673,2021-05-22,True,True
DUMMY_EX_335318_002988,Staff,1989-04-28,2011-04-01,,53003.38,53003.38,53003.38,0,0.0,0.0,0.0,2011-04-01,True,False
DUMMY_EX_594784_002989,Staff,2001-05-20,2023-02-17,,60243.57,60243.57,60243.57,10,24000.0,0.0,1807.3071,2023-02-17,True,True
DUMMY_EX_169072_002990,Staff,1969-07-08,2013-06-27,,64494.23,64494.23,64494.23,1,24000.0,0.0,1934.8269,2013-06-27,True,True
DUMMY_EX_393521_002991,Staff,1985-03-22,2011-12-11,,49400.15,49400.15,49400.15,4,24000.0,0.0,1482.0045,2011-12-11,True,True
DUMMY_EX_647875_002992,Staff,1983-09-23,2017-01-11,,43626.64,43626.64,43626.64,2,24000.0,0.0,1308.7992,2017-01-11,True,True
DUMMY_EX_619859_002993,Staff,1987-09-17,2017-10-09,,42408.72,42408.72,42408.72,6,24000.0,0.0,1272.2616,2017-10-09,True,True
DUMMY_EX_230919_002994,Manager,1993-04-22,2017-03-21,,117810.71,117810.71,117810.71,3,24000.0,0.0,3534.3213,2017-03-21,True,True
DUMMY_EX_934371_002995,Manager,1983-01-04,2019-07-27,,96394.19,96394.19,96394.19,6,24000.0,0.0,2891.8257,2019-07-27,True,True
DUMMY_EX_719496_002996,Staff,1991-01-01,2017-08-17,,58974.93,58974.93,58974.93,6,24000.0,0.0,1769.2478999999998,2017-08-17,True,True
DUMMY_EX_425637_002997,Manager,1983-08-18,2011-05-16,,112341.73,112341.73,112341.73,2,24000.0,0.0,3370.2518999999998,2011-05-16,True,True
DUMMY_EX_884196_002998,Staff,1974-12-24,2013-01-01,,45733.92,45733.92,45733.92,3,24000.0,0.0,1372.0176,2013-01-01,True,True
DUMMY_EX_947675_002999,Staff,1983-01-16,2010-05-24,,55509.41,55509.41,55509.41,4,24000.0,0.0,1665.2823,2010-05-24,True,True
DUMMY_EX_242885_003000,Staff,1980-11-15,2013-05-31,,50969.9,50969.9,50969.9,1,24000.0,0.0,1529.097,2013-05-31,True,True
DUMMY_EX_742561_003001,Staff,1996-03-09,2019-08-12,,52869.73,52869.73,52869.73,0,0.0,0.0,0.0,2019-08-12,True,False
DUMMY_EX_219338_003002,Manager,1976-11-05,2009-02-09,,221162.45,221162.45,221162.45,10,24000.0,0.0,6634.8735,2009-02-09,True,True
DUMMY_EX_824119_003003,Manager,1965-09-01,2021-03-23,,148899.76,148899.76,148899.76,3,24000.0,0.0,4466.9928,2021-03-23,True,True
DUMMY_EX_406584_003004,Manager,1966-04-16,2019-11-04,,93835.35,93835.35,93835.35,3,24000.0,0.0,2815.0605,2019-11-04,True,True
DUMMY_EX_718463_003005,Executive,1987-02-12,2012-11-04,,195172.18,195172.18,195172.18,3,24000.0,0.0,5855.1654,2012-11-04,True,True
DUMMY_EX_894393_003006,Staff,1997-02-15,2020-01-09,,44431.23,44431.23,44431.23,9,24000.0,0.0,1332.9369000000002,2020-01-09,True,True
DUMMY_EX_838793_003007,Staff,1999-06-07,2023-06-30,,34988.38,34988.38,34988.38,5,24000.0,0.0,1049.6514,2023-06-30,True,True
DUMMY_EX_319221_003008,Staff,1988-08-23,2021-01-18,2024-07-03,45212.96,45212.96,45212.96,3,24000.0,0.0,0.0,2021-01-18,False,True
DUMMY_EX_265323_003009,Staff,1979-09-20,2017-03-20,,75363.5,75363.5,75363.5,3,24000.0,0.0,2260.9049999999997,2017-03-20,True,True
DUMMY_EX_544342_003010,Manager,1998-10-21,2020-06-27,,138733.06,138733.06,138733.06,4,24000.0,0.0,4161.9918,2020-06-27,True,True
DUMMY_EX_448929_003011,Manager,1993-10-10,2020-09-13,,102038.65,102038.65,102038.65,7,24000.0,0.0,3061.1594999999998,2020-09-13,True,True
DUMMY_EX_865954_003012,Manager,1989-08-04,2022-02-04,,83659.78,83659.78,83659.78,3,24000.0,0.0,2509.7934,2022-02-04,True,True
DUMMY_EX_641660_003013,Manager,1978-06-17,2017-11-10,,153484.93,153484.93,153484.93,3,24000.0,0.0,4604.5479,2017-11-10,True,True
DUMMY_EX_979181_003014,Staff,1984-05-16,2023-04-29,,41180.16,41180.16,41180.16,6,24000.0,0.0,1235.4048,2023-04-29,True,True
DUMMY_EX_218627_003015,Staff,1973-11-11,2021-12-10,,38627.13,38627.13,38627.13,0,0.0,0.0,0.0,2021-12-10,True,False
DUMMY_EX_479598_003016,Executive,1983-08-21,2019-10-25,,295904.05,295904.05,295904.05,5,24000.0,0.0,8877.1215,2019-10-25,True,True
DUMMY_EX_855582_003017,Staff,1987-09-25,2015-06-23,,48040.35,48040.35,48040.35,3,24000.0,0.0,1441.2105,2015-06-23,True,True
DUMMY_EX_133164_003018,Manager,1991-02-23,2016-07-30,,123675.46,123675.46,123675.46,3,24000.0,0.0,3710.2638,2016-07-30,True,True
DUMMY_EX_686826_003019,Staff,1958-07-13,2019-11-18,,53229.89,53229.89,53229.89,4,24000.0,0.0,1596.8967,2019-11-18,True,True
DUMMY_EX_970970_003020,Staff,1965-10-18,2014-10-30,,53375.6,53375.6,53375.6,4,24000.0,0.0,1601.2679999999998,2014-10-30,True,True
DUMMY_EX_816054_003021,Staff,1987-04-04,2016-05-23,,45579.37,45579.37,45579.37,7,24000.0,0.0,1367.3811,2016-05-23,True,True
DUMMY_EX_819325_003022,Manager,1979-07-26,2021-11-11,,129194.84,129194.84,129194.84,8,24000.0,0.0,3875.8451999999997,2021-11-11,True,True
DUMMY_EX_667226_003023,Manager,1979-04-16,2020-02-11,,95726.81,95726.81,95726.81,6,24000.0,0.0,2871.8043,2020-02-11,True,True
DUMMY_EX_668211_003024,Staff,2001-06-27,2023-08-10,,57924.79,57924.79,57924.79,4,24000.0,0.0,1737.7437,2023-08-10,True,True
DUMMY_EX_913084_003025,Staff,1985-11-19,2012-08-30,,61955.81,61955.81,61955.81,3,24000.0,0.0,1858.6743,2012-08-30,True,True
DUMMY_EX_413232_003026,Manager,1983-04-18,2018-08-13,,102988.53,102988.53,102988.53,3,24000.0,0.0,3089.6558999999997,2018-08-13,True,True
DUMMY_EX_694615_003027,Staff,1986-12-10,2015-12-12,,54893.03,54893.03,54893.03,3,24000.0,0.0,1646.7909,2015-12-12,True,True
DUMMY_EX_232073_003028,Manager,1974-06-28,2008-11-27,,114936.0,114936.0,114936.0,3,24000.0,0.0,3448.08,2008-11-27,True,True
DUMMY_EX_589845_003029,Staff,1996-02-16,2018-05-06,,70420.52,70420.52,70420.52,5,24000.0,0.0,2112.6156,2018-05-06,True,True
DUMMY_EX_118302_003030,Executive,1979-04-09,2021-06-12,,192527.47,192527.47,192527.47,0,0.0,0.0,0.0,2021-06-12,True,False
DUMMY_EX_276977_003031,Staff,1984-02-28,2023-03-04,,43189.15,43189.15,43189.15,0,0.0,0.0,0.0,2023-03-04,True,False
DUMMY_EX_441208_003032,Staff,1997-12-01,2023-03-25,,47688.89,47688.89,47688.89,3,24000.0,0.0,1430.6667,2023-03-25,True,True
DUMMY_EX_141015_003033,Staff,1986-04-11,2016-04-08,,53531.16,53531.16,53531.16,2,24000.0,0.0,1605.9348,2016-04-08,True,True
DUMMY_EX_752648_003034,Manager,1985-10-03,2012-06-09,,97158.12,97158.12,97158.12,2,24000.0,0.0,2914.7436,2012-06-09,True,True
DUMMY_EX_649522_003035,Staff,1969-04-24,2012-11-27,,47203.82,47203.82,47203.82,10,24000.0,0.0,1416.1145999999999,2012-11-27,True,True
DUMMY_EX_702914_003036,Staff,1983-11-13,2021-08-28,,54437.74,54437.74,54437.74,3,24000.0,0.0,1633.1321999999998,2021-08-28,True,True
DUMMY_EX_809261_003037,Staff,1985-11-07,2011-03-26,,62624.06,62624.06,62624.06,1,24000.0,0.0,1878.7217999999998,2011-03-26,True,True
DUMMY_EX_848293_003038,Staff,1981-01-18,2020-02-01,,56839.55,56839.55,56839.55,3,24000.0,0.0,1705.1865,2020-02-01,True,True
DUMMY_EX_151365_003039,Staff,1986-12-27,2012-08-01,,76098.61,76098.61,76098.61,3,24000.0,0.0,2282.9583,2012-08-01,True,True
DUMMY_EX_217906_003040,Staff,1979-02-15,2014-11-18,,65845.99,65845.99,65845.99,0,0.0,0.0,0.0,2014-11-18,True,False
DUMMY_EX_940527_003041,Staff,1995-05-27,2019-10-08,,41793.44,41793.44,41793.44,3,24000.0,0.0,1253.8032,2019-10-08,True,True
DUMMY_EX_104463_003042,Manager,1992-11-07,2015-04-14,,99967.66,99967.66,99967.66,3,24000.0,0.0,2999.0298,2015-04-14,True,True
DUMMY_EX_175003_003043,Manager,1994-11-24,2023-11-02,,86589.91,86589.91,86589.91,0,0.0,0.0,0.0,2023-11-02,True,False
DUMMY_EX_812594_003044,Manager,1979-11-20,2017-08-08,,118456.6,118456.6,118456.6,3,24000.0,0.0,3553.698,2017-08-08,True,True
DUMMY_EX_218063_003045,Staff,1983-03-18,2008-03-11,2024-01-15,63086.86,63086.86,63086.86,3,24000.0,0.0,0.0,2008-03-11,False,True
DUMMY_EX_407084_003046,Staff,1988-05-25,2013-10-17,,44509.82,44509.82,44509.82,10,24000.0,0.0,1335.2946,2013-10-17,True,True
DUMMY_EX_442250_003047,Staff,1973-05-20,2016-03-20,,66771.77,66771.77,66771.77,4,24000.0,0.0,2003.1531,2016-03-20,True,True
DUMMY_EX_903849_003048,Staff,1985-12-13,2009-12-29,,45590.71,45590.71,45590.71,3,24000.0,0.0,1367.7213,2009-12-29,True,True
DUMMY_EX_345054_003049,Staff,1999-04-11,2022-06-11,,45189.39,45189.39,45189.39,1,24000.0,0.0,1355.6816999999999,2022-06-11,True,True
DUMMY_EX_425547_003050,Staff,1981-05-22,2020-09-07,,40012.79,40012.79,40012.79,3,24000.0,0.0,1200.3837,2020-09-07,True,True
DUMMY_EX_477488_003051,Manager,1985-07-19,2020-11-13,,100512.59,100512.59,100512.59,3,24000.0,0.0,3015.3777,2020-11-13,True,True
DUMMY_EX_532142_003052,Staff,1992-07-16,2024-01-01,,46270.26,46270.26,46270.26,3,24000.0,0.0,1388.1078,2024-01-01,True,True
DUMMY_EX_355031_003053,Staff,1986-10-21,2013-02-06,,45207.34,45207.34,45207.34,5,24000.0,0.0,1356.2201999999997,2013-02-06,True,True
DUMMY_EX_418236_003054,Staff,1981-10-25,2013-04-01,,52931.99,52931.99,52931.99,3,24000.0,0.0,1587.9596999999999,2013-04-01,True,True
DUMMY_EX_826951_003055,Staff,1982-06-23,2023-09-11,2024-07-08,44715.09,44715.09,44715.09,3,24000.0,0.0,0.0,2023-09-11,False,True
DUMMY_EX_584455_003056,Staff,1994-01-21,2023-05-08,,48881.44,48881.44,48881.44,3,24000.0,0.0,1466.4432,2023-05-08,True,True
DUMMY_EX_377721_003057,Staff,1969-12-02,2016-11-21,,40571.96,40571.96,40571.96,0,0.0,0.0,0.0,2016-11-21,True,False
DUMMY_EX_358016_003058,Staff,1973-09-28,2023-11-17,,50610.06,50610.06,50610.06,10,24000.0,0.0,1518.3018,2023-11-17,True,True
DUMMY_EX_289980_003059,Staff,1983-04-27,2020-05-10,,53747.12,53747.12,53747.12,6,24000.0,0.0,1612.4136,2020-05-10,True,True
DUMMY_EX_102719_003060,Staff,1997-01-06,2022-05-05,,30000.0,30000.0,30000.0,10,24000.0,0.0,900.0,2022-05-05,True,True
DUMMY_EX_348437_003061,Staff,1983-02-20,2019-09-06,,77911.78,77911.78,77911.78,3,24000.0,0.0,2337.3534,2019-09-06,True,True
DUMMY_EX_605224_003062,Executive,1973-08-08,2007-10-02,,300810.67,300810.67,300810.67,10,24000.0,0.0,9024.320099999999,2007-10-02,True,True
DUMMY_EX_645692_003063,Staff,1975-07-09,2023-11-13,,53351.38,53351.38,53351.38,7,24000.0,0.0,1600.5413999999998,2023-11-13,True,True
DUMMY_EX_426932_003064,Staff,1980-10-24,2016-08-25,,62405.43,62405.43,62405.43,0,0.0,0.0,0.0,2016-08-25,True,False
DUMMY_EX_156565_003065,Staff,1996-08-22,2020-08-11,,44918.42,44918.42,44918.42,5,24000.0,0.0,1347.5526,2020-08-11,True,True
DUMMY_EX_232156_003066,Staff,1994-07-26,2016-08-28,,57527.18,57527.18,57527.18,6,24000.0,0.0,1725.8154,2016-08-28,True,True
DUMMY_EX_494808_003067,Manager,1979-08-20,2005-04-23,,89260.45,89260.45,89260.45,3,24000.0,0.0,2677.8134999999997,2005-04-23,True,True
DUMMY_EX_592959_003068,Staff,1997-08-05,2023-11-09,,39156.68,39156.68,39156.68,3,24000.0,0.0,1174.7004,2023-11-09,True,True
DUMMY_EX_557228_003069,Manager,1969-07-18,2013-01-28,,156072.52,156072.52,156072.52,3,24000.0,0.0,4682.1756,2013-01-28,True,True
DUMMY_EX_137475_003070,Staff,1969-04-10,2017-12-26,,52896.23,52896.23,52896.23,10,24000.0,0.0,1586.8869,2017-12-26,True,True
DUMMY_EX_285875_003071,Staff,1979-07-15,2018-09-11,,60523.05,60523.05,60523.05,0,0.0,0.0,0.0,2018-09-11,True,False
DUMMY_EX_214608_003072,Staff,1985-12-13,2013-08-01,,51437.17,51437.17,51437.17,6,24000.0,0.0,1543.1151,2013-08-01,True,True
DUMMY_EX_851037_003073,Manager,1977-08-20,2019-06-12,,82394.71,82394.71,82394.71,10,24000.0,0.0,2471.8413,2019-06-12,True,True
DUMMY_EX_421813_003074,Staff,1986-10-19,2021-07-16,,33733.76,33733.76,33733.76,10,24000.0,0.0,1012.0128,2021-07-16,True,True
DUMMY_EX_139992_003075,Executive,1973-09-11,2021-10-17,,489010.7,489010.7,355000.0,3,24000.0,0.0,10650.0,2021-10-17,True,True
DUMMY_EX_710234_003076,Staff,1987-09-07,2018-12-03,,64706.89,64706.89,64706.89,3,24000.0,0.0,1941.2067,2018-12-03,True,True
DUMMY_EX_733185_003077,Staff,1990-08-25,2020-01-28,,45599.06,45599.06,45599.06,3,24000.0,0.0,1367.9717999999998,2020-01-28,True,True
DUMMY_EX_461683_003078,Executive,1969-06-05,2016-03-04,,374539.12,374539.12,355000.0,3,24000.0,0.0,10650.0,2016-03-04,True,True
DUMMY_EX_871421_003079,Staff,1965-04-17,2021-11-16,,50424.96,50424.96,50424.96,3,24000.0,0.0,1512.7487999999998,2021-11-16,True,True
DUMMY_EX_262367_003080,Executive,1987-02-27,2017-02-15,,316707.08,316707.08,316707.08,2,24000.0,0.0,9501.2124,2017-02-15,True,True
DUMMY_EX_154645_003081,Executive,1977-01-20,2023-01-25,,259360.62,259360.62,259360.62,0,0.0,0.0,0.0,2023-01-25,True,False
DUMMY_EX_144482_003082,Staff,1989-06-23,2019-08-14,,38155.96,38155.96,38155.96,3,24000.0,0.0,1144.6788,2019-08-14,True,True
DUMMY_EX_310211_003083,Staff,1991-12-13,2017-12-29,,47518.83,47518.83,47518.83,3,24000.0,0.0,1425.5649,2017-12-29,True,True
DUMMY_EX_292920_003084,Staff,1976-04-17,2020-04-30,,54851.46,54851.46,54851.46,0,0.0,0.0,0.0,2020-04-30,True,False
DUMMY_EX_611191_003085,Staff,1967-12-22,2013-11-25,,72596.12,72596.12,72596.12,1,24000.0,0.0,2177.8835999999997,2013-11-25,True,True
DUMMY_EX_442749_003086,Staff,1994-12-10,2018-11-11,,47721.84,47721.84,47721.84,4,24000.0,0.0,1431.6552,2018-11-11,True,True
DUMMY_EX_462349_003087,Manager,1975-12-18,2023-08-08,,159420.8,159420.8,159420.8,3,24000.0,0.0,4782.624,2023-08-08,True,True
DUMMY_EX_407453_003088,Manager,1979-02-19,2023-01-23,,89681.53,89681.53,89681.53,3,24000.0,0.0,2690.4458999999997,2023-01-23,True,True
DUMMY_EX_645324_003089,Staff,1984-03-04,2019-10-19,,33562.42,33562.42,33562.42,0,0.0,0.0,0.0,2019-10-19,True,False
DUMMY_EX_699867_003090,Staff,1988-07-02,2018-01-15,,65246.82,65246.82,65246.82,10,24000.0,0.0,1957.4045999999998,2018-01-15,True,True
DUMMY_EX_116833_003091,Manager,1964-10-02,2017-07-22,,123475.47,123475.47,123475.47,3,24000.0,0.0,3704.2641,2017-07-22,True,True
DUMMY_EX_845658_003092,Staff,1965-01-20,2021-02-22,,39444.1,39444.1,39444.1,1,24000.0,0.0,1183.3229999999999,2021-02-22,True,True
DUMMY_EX_217231_003093,Staff,1983-01-22,2015-08-22,,63732.62,63732.62,63732.62,2,24000.0,0.0,1911.9786,2015-08-22,True,True
DUMMY_EX_285200_003094,Staff,1987-04-11,2016-04-16,,62921.05,62921.05,62921.05,3,24000.0,0.0,1887.6315,2016-04-16,True,True
DUMMY_EX_851925_003095,Staff,1996-04-17,2020-02-04,,63022.68,63022.68,63022.68,5,24000.0,0.0,1890.6804,2020-02-04,True,True
DUMMY_EX_181993_003096,Staff,2001-03-16,2023-04-29,,48942.01,48942.01,48942.01,6,24000.0,0.0,1468.2603,2023-04-29,True,True
DUMMY_EX_297328_003097,Staff,1987-12-05,2020-04-27,,71730.46,71730.46,71730.46,1,24000.0,0.0,2151.9138000000003,2020-04-27,True,True
DUMMY_EX_659539_003098,Staff,1995-03-27,2023-11-24,,41260.41,41260.41,41260.41,5,24000.0,0.0,1237.8123,2023-11-24,True,True
DUMMY_EX_806838_003099,Staff,1986-12-27,2011-09-14,,69125.75,69125.75,69125.75,3,24000.0,0.0,2073.7725,2011-09-14,True,True
DUMMY_EX_162303_003100,Staff,1978-05-21,2010-08-19,,64605.8,64605.8,64605.8,1,24000.0,0.0,1938.174,2010-08-19,True,True
DUMMY_EX_492538_003101,Staff,1987-12-10,2020-03-17,,49378.26,49378.26,49378.26,3,24000.0,0.0,1481.3478,2020-03-17,True,True
DUMMY_EX_383490_003102,Manager,1988-08-22,2014-01-24,,65000.0,65000.0,65000.0,10,24000.0,0.0,1950.0,2014-01-24,True,True
DUMMY_EX_797049_003103,Executive,1993-10-06,2017-09-15,,166186.62,166186.62,166186.62,5,24000.0,0.0,4985.598599999999,2017-09-15,True,True
DUMMY_EX_200614_003104,Manager,1993-05-03,2020-04-13,,96637.22,96637.22,96637.22,3,24000.0,0.0,2899.1166,2020-04-13,True,True
DUMMY_EX_491580_003105,Staff,1979-02-27,2012-09-21,,58985.21,58985.21,58985.21,10,24000.0,0.0,1769.5563,2012-09-21,True,True
DUMMY_EX_753538_003106,Staff,1961-01-07,2022-07-28,,54563.85,54563.85,54563.85,0,0.0,0.0,0.0,2022-07-28,True,False
DUMMY_EX_105694_003107,Staff,1968-03-24,2016-01-28,,54255.47,54255.47,54255.47,3,24000.0,0.0,1627.6641,2016-01-28,True,True
DUMMY_EX_713472_003108,Manager,1988-05-01,2019-08-27,,89356.9,89356.9,89356.9,0,0.0,0.0,0.0,2019-08-27,True,False
DUMMY_EX_382180_003109,Staff,1986-11-18,2020-05-09,,39523.84,39523.84,39523.84,3,24000.0,0.0,1185.7151999999999,2020-05-09,True,True
DUMMY_EX_232015_003110,Staff,1982-12-24,2016-11-22,,67843.49,67843.49,67843.49,6,24000.0,0.0,2035.3047000000001,2016-11-22,True,True
DUMMY_EX_437147_003111,Manager,1982-06-05,2012-09-13,,90862.82,90862.82,90862.82,1,24000.0,0.0,2725.8846000000003,2012-09-13,True,True
DUMMY_EX_716306_003112,Staff,1987-12-16,2019-01-19,,60911.72,60911.72,60911.72,10,24000.0,0.0,1827.3516,2019-01-19,True,True
DUMMY_EX_697766_003113,Staff,1992-07-07,2014-02-13,,39111.4,39111.4,39111.4,7,24000.0,0.0,1173.342,2014-02-13,True,True
DUMMY_EX_699664_003114,Staff,1984-06-01,2014-03-12,,72297.85,72297.85,72297.85,3,24000.0,0.0,2168.9355,2014-03-12,True,True
DUMMY_EX_633146_003115,Manager,1997-11-11,2023-07-03,,107005.27,107005.27,107005.27,3,24000.0,0.0,3210.1581,2023-07-03,True,True
DUMMY_EX_618295_003116,Executive,1979-03-18,2014-04-07,,158033.96,158033.96,158033.96,3,24000.0,0.0,4741.0188,2014-04-07,True,True
DUMMY_EX_727839_003117,Staff,1986-10-01,2023-08-05,,37804.9,37804.9,37804.9,1,24000.0,0.0,1134.147,2023-08-05,True,True
DUMMY_EX_413854_003118,Manager,1978-09-20,2020-10-25,,88173.71,88173.71,88173.71,5,24000.0,0.0,2645.2113,2020-10-25,True,True
DUMMY_EX_457486_003119,Staff,1996-07-21,2018-10-10,,47315.75,47315.75,47315.75,5,24000.0,0.0,1419.4724999999999,2018-10-10,True,True
DUMMY_EX_633308_003120,Staff,1979-11-19,2014-07-11,,52341.1,52341.1,52341.1,1,24000.0,0.0,1570.233,2014-07-11,True,True
DUMMY_EX_403820_003121,Staff,1992-02-20,2018-04-17,,55056.37,55056.37,55056.37,3,24000.0,0.0,1651.6911,2018-04-17,True,True
DUMMY_EX_243496_003122,Executive,1973-02-20,2019-10-09,,250681.83,250681.83,250681.83,2,24000.0,0.0,7520.4549,2019-10-09,True,True
DUMMY_EX_581225_003123,Staff,1990-11-25,2012-06-20,,58910.76,58910.76,58910.76,3,24000.0,0.0,1767.3228,2012-06-20,True,True
DUMMY_EX_784716_003124,Staff,1980-03-11,2015-02-24,,58874.6,58874.6,58874.6,3,24000.0,0.0,1766.2379999999998,2015-02-24,True,True
DUMMY_EX_462983_003125,Manager,1981-11-16,2012-09-19,,114184.13,114184.13,114184.13,5,24000.0,0.0,3425.5239,2012-09-19,True,True
DUMMY_EX_326981_003126,Staff,1992-06-23,2014-08-08,,60739.39,60739.39,60739.39,0,0.0,0.0,0.0,2014-08-08,True,False
DUMMY_EX_458990_003127,Manager,1979-06-13,2021-07-03,,109278.35,109278.35,109278.35,10,24000.0,0.0,3278.3505,2021-07-03,True,True
DUMMY_EX_226489_003128,Staff,1982-12-10,2011-06-22,,59402.57,59402.57,59402.57,3,24000.0,0.0,1782.0771,2011-06-22,True,True
DUMMY_EX_325682_003129,Staff,1976-02-01,2011-02-22,,75419.91,75419.91,75419.91,3,24000.0,0.0,2262.5973,2011-02-22,True,True
DUMMY_EX_889226_003130,Manager,1981-05-27,2006-03-27,,109027.2,109027.2,109027.2,0,0.0,0.0,0.0,2006-03-27,True,False
DUMMY_EX_989435_003131,Staff,1996-09-03,2022-12-09,,48785.74,48785.74,48785.74,4,24000.0,0.0,1463.5721999999998,2022-12-09,True,True
DUMMY_EX_646365_003132,Staff,1993-04-04,2018-02-09,,51985.41,51985.41,51985.41,0,0.0,0.0,0.0,2018-02-09,True,False
DUMMY_EX_858843_003133,Staff,2000-12-08,2023-09-21,,44845.88,44845.88,44845.88,3,24000.0,0.0,1345.3763999999999,2023-09-21,True,True
DUMMY_EX_247880_003134,Executive,1985-10-07,2023-09-21,,407164.25,407164.25,355000.0,5,24000.0,0.0,10650.0,2023-09-21,True,True
DUMMY_EX_484110_003135,Staff,1982-01-18,2011-03-29,,52758.46,52758.46,52758.46,3,24000.0,0.0,1582.7538,2011-03-29,True,True
DUMMY_EX_304402_003136,Manager,1977-08-28,2008-08-05,,98586.16,98586.16,98586.16,10,24000.0,0.0,2957.5848,2008-08-05,True,True
DUMMY_EX_371193_003137,Staff,1993-01-09,2016-05-14,,34894.4,34894.4,34894.4,5,24000.0,0.0,1046.832,2016-05-14,True,True
DUMMY_EX_237097_003138,Staff,1991-01-06,2021-02-08,,45767.98,45767.98,45767.98,3,24000.0,0.0,1373.0394000000001,2021-02-08,True,True
DUMMY_EX_540070_003139,Staff,1988-03-19,2020-11-11,,63575.23,63575.23,63575.23,3,24000.0,0.0,1907.2569,2020-11-11,True,True
